Customer_ID,Name,Age,Gender,Location,Join_Date,Total_Spent
2958,Samuel,29,Male,Dallas,2024-09-10,75.39
2959,Rachel,42,Female,Oklahoma City,2024-07-12,95.96
2960,Isabella,53,Female,San Diego,2024-12-18,490.25
2961,Wendy,23,Female,Phoenix,2024-12-18,385.05
2962,Ethan,18,Male,Indianapolis,2024-10-15,399.28
2963,Maria,46,Female,Columbus,2025-04-07,218.93
2964,Julia,34,Female,Detroit,2025-07-02,193.76
2965,Oliver,18,Male,Baltimore,2023-11-02,1161.42
2966,Thomas,19,Male,Nashville,2024-02-01,184.21
2967,Nina,25,Female,Denver,2023-09-02,452.61
2968,Victoria,43,Female,San Francisco,2025-05-22,877.62
2969,Luna,37,Female,Seattle,2024-09-28,439.47
2970,Victor,35,Male,Long Beach,2025-06-14,636.11
2971,Katherine,22,Female,San Antonio,2024-01-23,419.34
2972,David,63,Male,Detroit,2023-09-30,454.06
2973,Emma,34,Female,Virginia Beach,2025-04-08,95.58
2974,Julia,20,Female,Seattle,2025-06-09,50.0
2975,Frank,18,Male,Columbus,2024-03-22,653.9
2976,Isaac,31,Male,Sacramento,2024-06-08,178.4
2977,Oliver,43,Male,Washington DC,2023-11-25,276.49
2978,Nina,34,Female,Columbus,2025-07-06,171.59
2979,Henry,36,Male,Nashville,2024-03-24,477.7
2980,James,30,Male,Chicago,2024-08-09,438.9
2981,Patrick,39,Male,Baltimore,2023-10-25,673.68
2982,Victoria,41,Female,Milwaukee,2025-05-24,265.88
2983,Henry,26,Male,Los Angeles,2023-11-22,240.65
2984,Julia,29,Female,Chicago,2024-07-11,817.27
2985,Robert,45,Male,Seattle,2024-12-17,471.93
2986,Penny,44,Female,Portland,2025-02-08,140.27
2987,Thomas,62,Male,Philadelphia,2025-07-06,212.94
2988,David,34,Male,Seattle,2024-06-16,68.76
2989,Sophia,36,Female,Portland,2025-02-07,2084.95
2990,Julia,18,Female,Los Angeles,2023-12-05,216.4
2991,Charlotte,33,Female,Portland,2024-06-13,422.0
2992,Grace,24,Female,Chicago,2023-10-26,1053.8
2993,Oliver,25,Male,Columbus,2024-08-06,133.82
2994,Charlotte,21,Female,Jacksonville,2024-06-08,447.15
2995,Wendy,41,Female,Louisville,2025-07-10,1184.61
2996,Maria,53,Female,Houston,2023-09-07,63.28
2997,Wendy,37,Female,Washington DC,2024-05-11,303.96
2998,Christopher,25,Male,Long Beach,2024-07-04,99.9
2999,Alice,30,Female,Los Angeles,2025-07-09,398.89
3000,Rachel,25,Female,El Paso,2025-05-01,50.0
3001,Quinn,41,Male,Atlanta,2023-10-26,299.26
3002,Nathan,24,Male,Los Angeles,2024-12-28,78.1
3003,William,24,Male,Virginia Beach,2024-09-16,695.21
3004,Fiona,38,Female,Louisville,2025-07-29,321.05
3005,David,63,Male,San Antonio,2024-05-03,978.23
3006,Nina,36,Female,Portland,2024-06-01,1080.58
3007,Zoe,36,Female,Denver,2023-12-31,172.08
3008,Maria,44,Female,Milwaukee,2023-11-12,363.79
3009,Fiona,38,Female,Mesa,2025-04-25,249.55
3010,Olivia,35,Female,Sacramento,2024-07-12,350.87
3011,Quinn,23,Male,Austin,2024-12-11,839.92
3012,Charlotte,37,Female,Milwaukee,2024-11-26,621.5
3013,Patrick,46,Male,Dallas,2024-10-24,235.98
3014,Alexander,55,Male,Seattle,2023-08-30,711.76
3015,Zoe,59,Female,Seattle,2025-03-12,751.33
3016,Frank,31,Male,San Francisco,2024-02-09,396.69
3017,Maria,24,Female,Denver,2023-11-15,404.94
3018,William,52,Male,Mesa,2024-09-30,284.63
3019,Diana,18,Female,Chicago,2023-10-04,495.34
3020,Sophia,42,Female,Seattle,2025-02-24,171.48
3021,Bella,28,Female,Seattle,2024-01-13,93.65
3022,Wendy,28,Female,Indianapolis,2024-01-19,299.89
3023,Victoria,26,Female,Colorado Springs,2025-05-11,50.0
3024,Alexander,26,Male,San Diego,2024-04-11,488.72
3025,Thomas,40,Male,Mesa,2023-11-30,275.07
3026,Wendy,40,Female,Boston,2025-06-03,800.73
3027,Quinn,28,Male,Jacksonville,2023-08-17,582.37
3028,Grace,46,Female,Milwaukee,2025-05-03,964.07
3029,Benjamin,66,Male,Baltimore,2023-11-28,865.45
3030,Alexander,30,Male,Milwaukee,2023-11-18,104.87
3031,Christopher,19,Male,Detroit,2024-02-14,612.9
3032,Isabella,22,Female,Kansas City,2023-12-20,1138.36
3033,Nathan,39,Male,Las Vegas,2024-12-10,875.46
3034,David,28,Male,Atlanta,2023-09-02,1232.52
3035,Frank,40,Male,Seattle,2023-08-25,364.37
3036,Sophia,18,Female,Kansas City,2025-03-14,335.8
3037,Victor,44,Male,Phoenix,2024-02-04,834.37
3038,Grace,23,Female,Jacksonville,2024-04-07,314.66
3039,Quinn,47,Male,Seattle,2023-12-20,116.73
3040,Quinn,30,Male,Tucson,2023-09-22,360.63
3041,Isaac,49,Male,Charlotte,2025-02-07,352.4
3042,Tina,27,Female,Jacksonville,2024-09-02,86.17
3043,James,32,Male,Virginia Beach,2025-02-10,154.17
3044,Victoria,29,Female,Houston,2024-07-28,824.47
3045,Oliver,37,Male,San Diego,2025-03-05,77.0
3046,Victoria,26,Female,Chicago,2024-08-24,240.51
3047,Liam,31,Male,Fresno,2023-11-02,1018.41
3048,Grace,32,Female,Atlanta,2024-08-17,206.24
3049,Victor,29,Male,Chicago,2025-07-06,634.71
3050,Nina,26,Female,Charlotte,2023-09-15,325.93
3051,David,44,Male,Indianapolis,2025-03-09,526.71
3052,Quinn,45,Male,Los Angeles,2025-05-09,70.83
3053,Zoe,28,Female,Detroit,2024-08-30,466.72
3054,Maria,34,Female,Chicago,2024-07-14,333.17
3055,Rachel,18,Female,San Francisco,2025-07-19,643.31
3056,Alice,24,Female,San Antonio,2023-09-28,478.0
3057,Ethan,48,Male,Fresno,2024-07-30,227.32
3058,Grace,18,Female,San Diego,2024-06-03,286.72
3059,Katherine,35,Female,Phoenix,2024-12-28,171.65
3060,Patrick,32,Male,Columbus,2024-08-07,309.43
3061,Victor,51,Male,Mesa,2025-06-09,326.29
3062,Bella,18,Female,Las Vegas,2023-10-07,193.39
3063,Ethan,21,Male,Louisville,2023-10-13,384.32
3064,Samuel,33,Male,San Jose,2024-11-01,1268.99
3065,Benjamin,42,Male,Boston,2023-10-02,314.29
3066,Rachel,42,Female,Nashville,2024-03-03,178.42
3067,William,45,Male,Las Vegas,2024-11-19,442.75
3068,Victoria,30,Female,Nashville,2024-09-18,153.64
3069,Isabella,19,Female,Denver,2024-04-08,50.0
3070,Sophia,48,Female,Los Angeles,2025-08-11,93.38
3071,Kevin,37,Male,Nashville,2024-09-05,703.13
3072,Christopher,35,Male,Denver,2024-07-11,207.25
3073,James,20,Male,Atlanta,2024-10-30,248.15
3074,Benjamin,35,Male,San Antonio,2023-10-26,713.21
3075,Rachel,18,Female,Columbus,2025-01-09,709.76
3076,Victor,18,Male,Fresno,2025-04-29,246.08
3077,Katherine,25,Female,Atlanta,2024-12-02,658.6
3078,Alice,27,Female,Columbus,2025-02-27,136.36
3079,Charlotte,28,Female,Atlanta,2025-01-22,121.19
3080,Christopher,18,Male,San Jose,2024-01-19,653.78
3081,Charlotte,32,Female,Philadelphia,2024-07-10,652.64
3082,Ethan,18,Male,Charlotte,2024-01-29,266.13
3083,Olivia,36,Female,Fresno,2024-04-18,331.66
3084,Olivia,40,Female,Kansas City,2024-07-11,574.27
3085,Emma,39,Female,Long Beach,2024-06-14,420.72
3086,Henry,26,Male,Sacramento,2023-10-23,182.33
3087,David,44,Male,Colorado Springs,2024-06-21,385.21
3088,Isabella,43,Female,Sacramento,2024-12-13,379.23
3089,Luna,38,Female,Baltimore,2024-05-14,114.21
3090,Victor,33,Male,Seattle,2023-12-04,301.8
3091,Marcus,46,Male,Mesa,2025-06-19,1003.34
3092,Samuel,33,Male,San Francisco,2023-10-03,216.57
3093,William,34,Male,San Francisco,2025-04-14,589.86
3094,Bella,34,Female,Charlotte,2023-10-22,1293.51
3095,Hannah,38,Female,Boston,2023-10-24,577.61
3096,Henry,36,Male,San Francisco,2025-02-05,236.37
3097,Grace,30,Female,Las Vegas,2025-03-30,235.33
3098,Bella,18,Female,Philadelphia,2024-09-24,101.09
3099,Alice,29,Female,Kansas City,2024-10-16,803.94
3100,Katherine,49,Female,Phoenix,2024-09-28,937.45
3101,Bella,18,Female,Albuquerque,2024-04-11,619.4
3102,Rachel,18,Female,Charlotte,2023-11-12,756.37
3103,Grace,30,Female,Las Vegas,2024-04-29,831.93
3104,Oliver,18,Male,Mesa,2024-12-13,295.59
3105,Isaac,33,Male,Long Beach,2025-02-13,215.63
3106,Patrick,53,Male,Las Vegas,2025-05-10,308.19
3107,Zoe,36,Female,Atlanta,2025-01-23,103.59
3108,Wendy,38,Female,Dallas,2025-07-22,452.12
3109,Rachel,22,Female,Indianapolis,2024-10-26,50.0
3110,Samuel,25,Male,El Paso,2024-04-28,198.64
3111,Victor,36,Male,San Diego,2024-10-10,684.13
3112,Frank,31,Male,Las Vegas,2024-01-17,700.79
3113,Emma,41,Female,Fresno,2024-12-07,652.99
3114,James,42,Male,Mesa,2024-01-25,50.0
3115,Julia,26,Female,Fort Worth,2023-11-02,241.91
3116,Liam,27,Male,Milwaukee,2025-04-23,624.68
3117,Alexander,48,Male,Austin,2024-05-09,489.3
3118,Henry,32,Male,Las Vegas,2025-02-22,214.04
3119,Quinn,50,Male,Kansas City,2024-10-07,541.97
3120,Isabella,40,Female,San Antonio,2025-03-27,935.8
3121,Isaac,22,Male,Chicago,2025-04-23,243.21
3122,Fiona,42,Female,Los Angeles,2025-07-27,73.41
3123,Kevin,49,Male,Phoenix,2025-04-04,361.54
3124,Isaac,55,Male,Fresno,2024-11-05,50.0
3125,Luna,29,Female,Portland,2024-11-26,903.88
3126,Fiona,52,Female,Detroit,2023-09-03,292.06
3127,Isaac,34,Male,Oklahoma City,2025-06-24,86.99
3128,Nina,44,Female,San Francisco,2025-04-12,419.23
3129,Samuel,22,Male,San Diego,2024-02-26,381.0
3130,William,39,Male,El Paso,2023-12-24,385.95
3131,Penny,35,Female,Colorado Springs,2025-01-09,634.79
3132,Sophia,29,Female,San Antonio,2024-03-27,531.23
3133,Christopher,34,Male,Phoenix,2024-04-19,276.01
3134,Alice,29,Female,Baltimore,2023-08-19,161.12
3135,Emma,26,Female,Baltimore,2025-05-11,388.14
3136,Fiona,38,Female,Denver,2024-10-01,126.03
3137,Isabella,54,Female,Dallas,2024-06-02,672.71
3138,Liam,30,Male,Atlanta,2023-11-26,1173.24
3139,Katherine,49,Female,Philadelphia,2024-11-19,1228.8
3140,James,37,Male,New York,2023-09-06,696.26
3141,Penny,48,Female,Atlanta,2025-02-10,71.53
3142,Bella,18,Female,Milwaukee,2024-01-19,616.11
3143,Charlotte,32,Female,Boston,2024-06-16,806.21
3144,Grace,32,Female,Jacksonville,2024-04-20,726.32
3145,Katherine,45,Female,Atlanta,2024-05-11,485.6
3146,Robert,37,Male,San Antonio,2025-01-23,279.9
3147,Oliver,47,Male,Washington DC,2025-03-04,453.17
3148,Julia,25,Female,El Paso,2024-10-02,357.69
3149,David,39,Male,Mesa,2023-10-16,429.33
3150,Luna,58,Female,Sacramento,2023-09-22,394.72
3151,Penny,55,Female,Fresno,2023-12-08,504.86
3152,Fiona,52,Female,Denver,2024-11-08,988.32
3153,Victor,26,Male,Portland,2024-12-19,655.8
3154,Victor,46,Male,Jacksonville,2024-02-29,874.74
3155,James,60,Male,Chicago,2024-12-10,197.18
3156,Nathan,31,Male,Louisville,2024-08-04,592.82
3157,Luna,18,Female,Seattle,2024-07-03,870.76
3158,Olivia,54,Female,Virginia Beach,2024-03-01,786.37
3159,Victor,52,Male,San Antonio,2025-02-16,849.97
3160,Alice,18,Female,Denver,2023-11-06,306.09
3161,Kevin,47,Male,San Diego,2024-06-24,455.3
3162,Samuel,30,Male,Seattle,2024-03-09,504.6
3163,Julia,35,Female,Baltimore,2024-12-22,92.47
3164,Oliver,51,Male,Austin,2024-08-04,331.56
3165,Samuel,18,Male,Indianapolis,2024-12-14,799.74
3166,Rachel,49,Female,San Antonio,2023-09-17,1933.39
3167,Oliver,19,Male,Seattle,2024-05-29,368.05
3168,James,21,Male,San Antonio,2024-10-26,381.89
3169,Nathan,23,Male,Kansas City,2023-08-20,320.24
3170,Katherine,28,Female,Austin,2024-03-22,217.52
3171,Benjamin,50,Male,Colorado Springs,2024-01-16,341.15
3172,Christopher,28,Male,Long Beach,2023-11-23,223.7
3173,Maria,38,Female,Fort Worth,2024-02-17,177.93
3174,Alexander,38,Male,Tucson,2024-04-10,498.98
3175,Benjamin,30,Male,Nashville,2023-08-20,239.31
3176,Nathan,33,Male,Denver,2025-02-11,367.78
3177,Olivia,35,Female,Louisville,2023-12-21,273.95
3178,Grace,63,Female,Sacramento,2024-05-18,342.94
3179,Isaac,25,Male,Milwaukee,2025-01-10,1161.76
3180,Samuel,18,Male,San Diego,2024-08-14,423.91
3181,Henry,45,Male,Baltimore,2025-04-15,545.45
3182,Fiona,39,Female,Tucson,2025-03-26,493.71
3183,Quinn,40,Male,Philadelphia,2023-10-06,398.14
3184,Isaac,27,Male,Seattle,2025-05-05,359.42
3185,Wendy,29,Female,San Diego,2023-09-14,1343.71
3186,Alice,41,Female,Philadelphia,2023-08-28,198.1
3187,Oliver,29,Male,Phoenix,2025-06-18,109.79
3188,Victor,18,Male,Austin,2025-05-06,112.31
3189,Katherine,33,Female,El Paso,2024-10-08,410.1
3190,Robert,30,Male,Milwaukee,2024-10-07,641.01
3191,Tina,41,Female,Fresno,2025-01-14,1040.29
3192,Zoe,20,Female,Phoenix,2024-06-15,531.95
3193,Victor,18,Male,Chicago,2023-11-07,509.29
3194,Fiona,40,Female,San Antonio,2023-08-30,849.54
3195,Luna,34,Female,Boston,2024-04-08,180.84
3196,Marcus,18,Male,Kansas City,2025-03-22,266.42
3197,Wendy,32,Female,Chicago,2024-11-08,151.33
3198,Tina,46,Female,New York,2025-04-14,230.78
3199,Patrick,35,Male,Dallas,2025-06-17,524.61
3200,Penny,27,Female,Portland,2023-10-18,372.02
3201,Oliver,36,Male,Fort Worth,2025-04-23,288.62
3202,Quinn,18,Male,Albuquerque,2024-02-08,1944.91
3203,James,43,Male,Tucson,2024-10-18,208.93
3204,Liam,18,Male,Tucson,2024-09-01,450.92
3205,Samuel,35,Male,Dallas,2024-05-30,702.54
3206,Marcus,45,Male,Philadelphia,2024-03-28,145.0
3207,Luna,33,Female,Columbus,2024-04-19,652.73
3208,Alexander,68,Male,Louisville,2024-04-14,50.0
3209,Ethan,18,Male,Tucson,2023-12-15,333.99
3210,Nina,40,Female,Virginia Beach,2024-08-22,2521.08
3211,Nathan,31,Male,Jacksonville,2023-11-06,589.76
3212,Christopher,43,Male,Las Vegas,2024-08-21,985.0
3213,Quinn,36,Male,Virginia Beach,2025-06-07,331.39
3214,Charlotte,18,Female,Atlanta,2024-04-26,770.26
3215,Patrick,52,Male,Detroit,2025-01-27,193.11
3216,Isabella,38,Female,Sacramento,2025-04-04,50.0
3217,Wendy,43,Female,Jacksonville,2025-04-01,359.74
3218,Thomas,24,Male,Charlotte,2024-02-03,411.47
3219,Samuel,38,Male,Tucson,2023-11-30,272.37
3220,Julia,31,Female,Oklahoma City,2024-01-06,263.57
3221,Rachel,18,Female,Detroit,2024-10-28,54.22
3222,Maria,38,Female,Albuquerque,2025-02-20,143.26
3223,Samuel,44,Male,San Antonio,2024-12-06,691.77
3224,Oliver,56,Male,San Diego,2023-12-22,174.11
3225,Samuel,27,Male,Las Vegas,2025-03-01,85.08
3226,Grace,57,Female,Boston,2024-08-10,837.2
3227,Patrick,28,Male,Louisville,2025-02-16,50.0
3228,Henry,39,Male,Jacksonville,2025-02-20,474.53
3229,Hannah,29,Female,Boston,2024-07-08,178.11
3230,Wendy,53,Female,San Diego,2025-06-20,50.0
3231,Alice,28,Female,Oklahoma City,2024-09-30,793.34
3232,Isaac,19,Male,Albuquerque,2024-11-21,256.39
3233,Julia,18,Female,Colorado Springs,2024-11-13,294.32
3234,Emma,37,Female,San Francisco,2025-05-07,215.12
3235,Benjamin,30,Male,Denver,2024-11-15,103.49
3236,Robert,49,Male,Fresno,2023-12-03,102.63
3237,Nathan,39,Male,Las Vegas,2023-10-03,524.51
3238,David,22,Male,Kansas City,2024-07-03,596.81
3239,Victor,18,Male,Indianapolis,2024-03-23,96.9
3240,Zoe,29,Female,Boston,2024-03-02,314.11
3241,Emma,18,Female,Oklahoma City,2023-09-25,88.44
3242,Grace,49,Female,Louisville,2024-08-19,1301.31
3243,Diana,35,Female,Indianapolis,2024-03-28,923.45
3244,David,60,Male,Seattle,2024-07-10,506.09
3245,Julia,33,Female,Charlotte,2023-09-25,954.26
3246,William,32,Male,Chicago,2025-04-13,132.82
3247,Thomas,55,Male,Baltimore,2023-10-10,251.72
3248,Emma,36,Female,Charlotte,2025-05-07,522.97
3249,Olivia,32,Female,Austin,2025-05-01,163.0
3250,Maria,48,Female,Columbus,2024-11-06,525.62
3251,Tina,42,Female,San Diego,2024-08-19,161.93
3252,Sophia,36,Female,Virginia Beach,2024-07-18,161.55
3253,William,18,Male,Dallas,2024-09-23,160.5
3254,Rachel,38,Female,Long Beach,2025-03-15,175.78
3255,Benjamin,23,Male,Los Angeles,2025-05-30,161.43
3256,Charlotte,33,Female,Philadelphia,2024-07-08,263.84
3257,William,55,Male,Detroit,2025-03-28,616.45
3258,Nina,51,Female,Phoenix,2024-12-03,1422.87
3259,Victoria,19,Female,Houston,2024-04-06,638.46
3260,Luna,31,Female,Columbus,2024-07-27,288.43
3261,Bella,40,Female,Long Beach,2023-12-03,862.36
3262,Marcus,21,Male,Austin,2023-09-29,70.26
3263,Maria,36,Female,Oklahoma City,2023-10-29,478.51
3264,Oliver,43,Male,Denver,2025-06-02,251.71
3265,Kevin,33,Male,Nashville,2024-04-22,656.97
3266,William,61,Male,Las Vegas,2025-01-18,292.59
3267,Nathan,35,Male,Kansas City,2024-08-17,110.88
3268,Patrick,42,Male,New York,2023-12-19,851.49
3269,Christopher,39,Male,Los Angeles,2024-02-12,281.58
3270,Luna,33,Female,San Antonio,2024-06-30,304.07
3271,Katherine,40,Female,Oklahoma City,2024-07-01,257.34
3272,Julia,38,Female,Chicago,2024-08-31,138.75
3273,Kevin,37,Male,Denver,2023-12-09,664.99
3274,Thomas,36,Male,Los Angeles,2024-05-13,170.68
3275,Oliver,54,Male,San Francisco,2024-03-08,323.93
3276,Christopher,40,Male,Seattle,2024-06-08,760.44
3277,Henry,23,Male,Portland,2024-04-18,561.39
3278,Victoria,31,Female,Oklahoma City,2024-10-25,611.04
3279,Isaac,40,Male,Seattle,2025-03-13,134.26
3280,Frank,27,Male,Phoenix,2024-11-30,144.83
3281,Ethan,32,Male,Fresno,2023-10-02,820.41
3282,Emma,18,Female,Los Angeles,2023-10-23,246.95
3283,Alexander,34,Male,Long Beach,2024-12-22,537.68
3284,Rachel,20,Female,San Jose,2024-03-09,448.91
3285,George,61,Male,Atlanta,2025-01-25,556.83
3286,Diana,45,Female,Fort Worth,2024-12-06,388.25
3287,Rachel,64,Female,Washington DC,2025-06-07,370.43
3288,Victor,33,Male,Louisville,2025-05-14,284.13
3289,Katherine,18,Female,Los Angeles,2024-04-14,222.84
3290,Thomas,26,Male,Seattle,2024-10-13,241.06
3291,Hannah,18,Female,Fort Worth,2023-11-26,406.51
3292,George,26,Male,Indianapolis,2024-04-26,445.1
3293,Victoria,44,Female,Mesa,2025-07-22,683.01
3294,Isabella,31,Female,Portland,2025-01-06,1339.35
3295,Samuel,36,Male,Louisville,2024-05-27,307.06
3296,Frank,18,Male,Charlotte,2024-10-22,338.37
3297,Emma,51,Female,Kansas City,2025-06-30,832.02
3298,Robert,49,Male,Albuquerque,2024-03-28,275.28
3299,Samuel,35,Male,Long Beach,2024-05-16,869.66
3300,Katherine,53,Female,San Francisco,2025-03-15,626.87
3301,Charlotte,35,Female,Los Angeles,2025-03-31,624.72
3302,Julia,24,Female,Oklahoma City,2024-12-16,340.67
3303,Bella,24,Female,Long Beach,2025-04-11,703.92
3304,George,30,Male,Baltimore,2025-02-05,538.19
3305,Oliver,37,Male,Mesa,2024-12-28,554.09
3306,Benjamin,22,Male,Oklahoma City,2024-09-02,858.67
3307,Oliver,18,Male,Baltimore,2024-11-29,806.37
3308,Bella,35,Female,Albuquerque,2024-06-19,285.89
3309,Olivia,49,Female,San Antonio,2024-05-05,541.83
3310,Victoria,19,Female,Washington DC,2024-05-06,209.39
3311,William,38,Male,San Jose,2023-12-24,453.53
3312,Tina,39,Female,Philadelphia,2024-01-18,562.47
3313,George,33,Male,Kansas City,2025-07-07,162.97
3314,Kevin,54,Male,Columbus,2024-08-04,2230.95
3315,Julia,37,Female,Atlanta,2024-01-27,247.35
3316,Patrick,42,Male,Philadelphia,2023-11-23,180.06
3317,James,21,Male,Oklahoma City,2023-10-10,525.91
3318,Sophia,30,Female,Albuquerque,2025-04-23,50.0
3319,Luna,41,Female,Mesa,2023-10-27,263.61
3320,Oliver,23,Male,Houston,2025-02-28,468.37
3321,Julia,32,Female,Indianapolis,2025-04-16,142.46
3322,Emma,24,Female,Washington DC,2025-05-21,605.26
3323,William,33,Male,San Jose,2023-09-11,519.37
3324,Christopher,32,Male,Boston,2024-04-17,216.77
3325,Olivia,49,Female,Colorado Springs,2025-02-25,1148.43
3326,Emma,25,Female,New York,2023-11-18,340.82
3327,Robert,57,Male,Columbus,2024-05-16,534.0
3328,Nina,20,Female,Tucson,2023-12-11,123.07
3329,Maria,48,Female,Tucson,2025-04-13,258.82
3330,Victor,18,Male,San Francisco,2025-02-28,697.63
3331,Victor,34,Male,Milwaukee,2025-03-28,603.95
3332,Isabella,50,Female,Fresno,2023-12-14,2021.66
3333,Nina,57,Female,Philadelphia,2024-06-29,234.74
3334,George,29,Male,Louisville,2024-06-10,238.61
3335,Ethan,43,Male,Portland,2024-12-21,585.26
3336,Isaac,18,Male,New York,2024-02-04,276.18
3337,Kevin,36,Male,Sacramento,2024-07-04,781.75
3338,Henry,19,Male,Austin,2024-03-10,59.69
3339,Marcus,48,Male,Baltimore,2025-02-12,380.29
3340,Henry,43,Male,Chicago,2024-07-08,57.82
3341,Fiona,30,Female,Tucson,2024-09-08,111.69
3342,Kevin,61,Male,Sacramento,2024-03-28,237.78
3343,Julia,46,Female,Dallas,2025-03-28,323.36
3344,Nina,26,Female,Las Vegas,2024-07-22,352.93
3345,Diana,40,Female,New York,2025-04-16,856.97
3346,Samuel,22,Male,San Diego,2024-05-09,372.91
3347,Fiona,47,Female,Denver,2025-07-07,149.69
3348,Zoe,34,Female,Seattle,2025-08-03,50.0
3349,Luna,18,Female,Boston,2024-07-17,236.8
3350,Sophia,18,Female,Nashville,2024-03-07,748.2
3351,Olivia,28,Female,Austin,2024-05-20,147.45
3352,James,36,Male,Denver,2024-09-03,812.33
3353,Luna,21,Female,Columbus,2025-07-21,858.2
3354,Sophia,60,Female,Nashville,2025-04-03,64.78
3355,Luna,29,Female,Colorado Springs,2025-03-22,103.27
3356,Quinn,21,Male,Albuquerque,2023-11-24,310.51
3357,Hannah,31,Female,Columbus,2024-02-13,1064.54
3358,William,40,Male,Dallas,2024-11-25,724.08
3359,Kevin,41,Male,Sacramento,2025-05-14,296.97
3360,Isabella,26,Female,New York,2024-09-23,172.55
3361,Victor,38,Male,Las Vegas,2023-10-28,355.82
3362,Liam,47,Male,San Jose,2025-04-24,405.26
3363,Isabella,27,Female,Phoenix,2025-04-28,355.02
3364,Alexander,44,Male,Washington DC,2024-03-10,172.4
3365,Marcus,32,Male,Fort Worth,2025-02-22,160.63
3366,George,24,Male,Long Beach,2024-03-01,595.8
3367,Hannah,27,Female,El Paso,2025-06-06,480.98
3368,George,41,Male,Houston,2023-11-30,1229.54
3369,Sophia,28,Female,Milwaukee,2024-06-29,294.54
3370,Rachel,18,Female,Austin,2025-07-06,630.77
3371,Ethan,51,Male,Detroit,2024-01-24,144.04
3372,Tina,30,Female,Kansas City,2024-07-09,147.34
3373,Oliver,51,Male,Detroit,2024-04-26,862.08
3374,Tina,36,Female,New York,2023-09-03,278.61
3375,Marcus,35,Male,Seattle,2023-09-22,920.76
3376,Samuel,31,Male,Louisville,2024-08-15,485.29
3377,Penny,30,Female,Washington DC,2024-02-03,721.51
3378,Bella,63,Female,Virginia Beach,2025-08-10,229.15
3379,Diana,45,Female,Indianapolis,2024-05-15,407.1
3380,Nina,22,Female,Long Beach,2023-09-04,566.55
3381,Victoria,20,Female,Fort Worth,2025-06-25,321.37
3382,Ethan,44,Male,Atlanta,2025-04-19,753.54
3383,James,27,Male,San Antonio,2024-12-02,216.88
3384,Nathan,31,Male,Seattle,2025-03-15,88.07
3385,Liam,32,Male,Indianapolis,2023-11-23,1172.19
3386,Olivia,40,Female,San Antonio,2024-03-11,914.01
3387,Isaac,23,Male,Sacramento,2025-04-12,116.5
3388,Penny,24,Female,Portland,2025-01-04,195.18
3389,William,46,Male,Mesa,2023-11-24,1094.49
3390,Penny,36,Female,Colorado Springs,2025-01-11,677.98
3391,Robert,25,Male,Virginia Beach,2024-07-07,693.33
3392,Wendy,59,Female,Albuquerque,2023-08-18,296.91
3393,Nathan,48,Male,Austin,2023-10-11,874.99
3394,Alexander,25,Male,Charlotte,2024-02-18,1556.17
3395,Nathan,49,Male,Philadelphia,2025-04-16,418.16
3396,Sophia,18,Female,San Jose,2024-09-19,231.23
3397,James,28,Male,Austin,2025-01-27,560.64
3398,Isabella,28,Female,New York,2024-09-03,822.51
3399,Victor,29,Male,Phoenix,2023-11-04,346.61
3400,David,31,Male,Dallas,2024-03-12,282.56
3401,Katherine,36,Female,Baltimore,2024-03-22,428.28
3402,Fiona,29,Female,Albuquerque,2023-09-18,1404.12
3403,Victor,33,Male,Washington DC,2024-06-16,365.3
3404,Katherine,46,Female,San Diego,2025-03-17,650.94
3405,Patrick,20,Male,Kansas City,2024-07-14,193.81
3406,Diana,60,Female,Portland,2023-11-04,1022.98
3407,Charlotte,18,Female,Albuquerque,2025-06-06,251.56
3408,Alice,18,Female,Washington DC,2024-10-24,1115.4
3409,Luna,45,Female,Boston,2023-08-27,1119.81
3410,Luna,42,Female,Philadelphia,2024-08-25,110.98
3411,Rachel,32,Female,Columbus,2024-02-07,50.0
3412,Kevin,30,Male,Seattle,2023-11-27,299.58
3413,James,48,Male,Louisville,2024-06-23,1116.39
3414,Nina,60,Female,Baltimore,2024-11-06,929.24
3415,Julia,35,Female,Indianapolis,2024-02-06,364.21
3416,Zoe,18,Female,San Diego,2024-06-14,231.97
3417,Nina,33,Female,Louisville,2024-12-12,117.47
3418,Victoria,40,Female,Detroit,2023-10-16,883.15
3419,Liam,44,Male,Los Angeles,2025-07-27,161.48
3420,Bella,55,Female,Milwaukee,2023-10-03,252.02
3421,Wendy,44,Female,Detroit,2024-09-02,65.11
3422,Fiona,38,Female,Columbus,2024-08-19,543.18
3423,Sophia,25,Female,Kansas City,2025-08-06,536.65
3424,Marcus,26,Male,Portland,2024-09-23,348.95
3425,Bella,38,Female,Jacksonville,2024-05-26,390.36
3426,Alexander,27,Male,Fort Worth,2024-07-23,58.88
3427,Grace,38,Female,Nashville,2024-11-21,795.9
3428,Luna,51,Female,Fort Worth,2025-08-01,581.22
3429,Alexander,32,Male,Atlanta,2024-02-16,513.76
3430,Thomas,18,Male,El Paso,2023-08-26,251.84
3431,George,41,Male,Nashville,2025-03-13,101.67
3432,Quinn,18,Male,Fresno,2024-04-23,213.72
3433,Alexander,18,Male,Colorado Springs,2025-01-31,214.54
3434,Robert,33,Male,Chicago,2024-11-16,108.42
3435,Victoria,31,Female,Seattle,2025-02-28,347.25
